;filename;label;indv;ori_label
34825;HM_VLF206_SOUNDFOC_20170825_1_WAV___14_19_320.wav;ld;VLF206;LEAD CC/M
34827;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_06_26_097.wav;mo;VLF206;MOVE HYBRID/GA
34828;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_09_13_906.wav;mo;VLF206;MOVE
34829;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_09_26_822.wav;sn;VLF206;SN
34830;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_09_51_610.wav;mo;VLF206;MOVE
34831;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_11_15_272.wav;ld;VLF206;LEAD CC/M
34833;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_13_49_767.wav;sn;VLF206;SN
34834;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_15_37_450.wav;ld;VLF206;LEAD CC/S
34840;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_04_991.wav;agg;VLF206;GROWL
34843;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_08_181.wav;agg;VLF206;GROWL
34844;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_08_876.wav;agg;VLF206;GROWL
34845;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_10_718.wav;agg;VLF206;GROWL
34848;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_14_172.wav;agg;VLF206;GROWL
34852;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_20_323.wav;agg;VLF206;GROWL
34853;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_22_438.wav;agg;VLF206;GROWL
34855;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_24_324.wav;agg;VLF206;GROWL
34856;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_26_021.wav;agg;VLF206;GROWL
34857;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_29_647.wav;agg;VLF206;GROWL
34858;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_30_396.wav;agg;VLF206;GROWL
34859;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_33_31_311.wav;agg;VLF206;GROWL
34862;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_34_06_128.wav;agg;VLF206;GROWL
34865;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_34_09_379.wav;agg;VLF206;AGGRESS
34867;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_34_18_374.wav;agg;VLF206;GROWL
34871;HM_VLF206_SOUNDFOC_20170825_1_WAV___1_35_48_014.wav;agg;VLF206;GROWL
34890;HM_VLF206_SOUNDFOC_20170825_2_WAV___4_17_459.wav;agg;VLF206;GROWL
34891;HM_VLF206_SOUNDFOC_20170825_2_WAV___4_31_827.wav;agg;VLF206;GROWL
34892;HM_VLF206_SOUNDFOC_20170825_2_WAV___4_32_417.wav;agg;VLF206;GROWL
34899;HM_VLF206_SOUNDFOC_20170825_2_WAV___5_35_065.wav;agg;VLF206;GROWL
34900;HM_VLF206_SOUNDFOC_20170825_2_WAV___5_35_572.wav;agg;VLF206;GROWL
34906;HM_VLF206_SOUNDFOC_20170825_2_WAV___6_07_891.wav;agg;VLF206;GROWL
34907;HM_VLF206_SOUNDFOC_20170825_2_WAV___6_08_255.wav;agg;VLF206;GROWL
34913;HM_VLF206_SOUNDFOC_20170825_2_WAV___7_00_175.wav;agg;VLF206;GROWL
34950;HM_VLF206_SOUNDFOC_20170825_2_WAV___12_51_564.wav;sn;VLF206;SN
10075;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_36_21_599.wav;cc;LT;CC
20574;HM_VHMF010_SOUNDFOC_20190715-024_WAV___1_38_26_058.wav;cc;VHMF010;cc
5393;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_00_13_500.wav;cc;LT;CC
10044;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_34_43_076.wav;cc;LT;CC
15870;HM_VCVM001_SOUNDFOC_20190716_2_WAV___22_03_372.wav;cc;VCVM001;cc
1940;HM_HRT_R09_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221110_wav___59_29_137.wav;cc;HRT;CC
32859;HM_VHMM023_MBLS_R02_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_34_18_330.wav;cc;VHMM023;cc
1186;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_01_15_499.wav;cc;HRT;CC
5425;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_00_34_659.wav;cc;LT;CC
24192;HM_VHMF022_MBRS_R22_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_18_22_520.wav;cc;VHMF022;cc
17690;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_09_10_333.wav;cc;VHMF001;cc
4226;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_12_15_922.wav;cc;HTB;CC
19385;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_48_38_324.wav;cc;VHMF001;cc
19215;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_20_53_150.wav;cc;VHMF001;cc
16403;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_09_00_531.wav;cc;VHMF001;CC
18817;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_42_36_526.wav;cc;VHMF001;cc $
12223;HM_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_wav___1_14_03_865.wav;cc;RT;CC
12381;HM_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_wav___1_41_02_928.wav;cc;RT;CC
26749;HM_VHMM003_SOUNDFOC_20170825_3_WAV___43_20_572.wav;cc;VHMM003;CC
13786;HM_RT_R12_file_6_(2017_08_25-06_44_59)_ASWMUX221102_wav___1_59_54_703.wav;cc;RT;Marker 319
9105;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_53_37_007.wav;cc;LT;CC
4314;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_19_26_585.wav;cc;HTB;CC
26602;HM_VHMM003_SOUNDFOC_20170825_3_WAV___15_15_795.wav;cc;VHMM003;CC
16785;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_40_54_352.wav;cc;VHMF001;CC
13197;HM_RT_R12_file_5_(2017_08_24-06_44_59)_ASWMUX221102_wav___1_11_36_982.wav;cc;RT;CC
12239;HM_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_wav___1_16_42_362.wav;cc;RT;CC*
15936;HM_VCVM001_SOUNDFOC_20190716_2_WAV___33_24_862.wav;cc;VCVM001;cc
12343;HM_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_wav___1_31_32_943.wav;cc;RT;CC
352;HM_HMB_R11_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221163_wav___1_16_56_623.wav;cc;HMB;CC
12124;HM_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_wav___1_01_27_200.wav;cc;RT;CC
2969;HM_HTB_R14_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221052_wav___01_34_47_552.wav;cc;HTB;CC
24186;HM_VHMF022_MBRS_R22_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_17_25_232.wav;cc;VHMF022;cc
16106;HM_VCVM001_SOUNDFOC_HM_20190717-027_WAV___1_30_19_208.wav;cc;VCVM001;cc *
33009;HM_VHMM023_MBLS_R02_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_05_59_030.wav;cc;VHMM023;cc
26208;HM_VHMM003_SOUNDFOC_20170824_2_WAV___1_14_05_777.wav;cc;VHMM003;CC
18953;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_00_38_088.wav;cc;VHMF001;cc $
10744;HM_PET_R11_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221163_wav___1_26_33_522.wav;cc;PET;CC
8983;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_44_57_045.wav;cc;LT;CC
6262;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_51_25_936.wav;cc;LT;CC
8174;HM_LT_R07_AUDIO_file_6_(2017_08_25-06_44_59)_ASWMUX221092_wav___1_54_02_963.wav;cc;LT;Marker 720
2630;HM_HTB_R14_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221052_wav___01_06_30_959.wav;cc;HTB;CC
32151;HM_VHMM021_MBLT_R01_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___2_08_08_430.wav;cc;VHMM021;cc
27762;HM_VHMM007_LSLT_R17_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_30_33_169.wav;cc;VHMM007;cc
27425;HM_VHMM007_LSLT_R17_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_42_02_637.wav;cc;VHMM007;cc
33707;HM_VHMM023_MBLS_R02_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_15_35_759.wav;cc;VHMM023;cc
8639;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_27_05_161.wav;cc;LT;CC
13756;HM_RT_R12_file_6_(2017_08_25-06_44_59)_ASWMUX221102_wav___1_49_58_283.wav;cc;RT;Marker 287
19784;HM_VHMF001_HTB_R20_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_35_54_399.wav;cc;VHMF001;cc
31399;HM_VHMM017_RSTB_R23_20190708-20190720_file_8_(2019_07_14-11_44_59)_145944_wav___1_29_10_450.wav;cc;VHMM017;cc
19555;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_59_29_186.wav;cc;VHMF001;cc
18831;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_43_32_636.wav;cc;VHMF001;cc $
24081;HM_VHMF022_MBRS_R22_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___2_11_41_861.wav;cc;VHMF022;cc *
29716;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_27_22_131.wav;cc;VHMM014;cc
3787;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_48_53_024.wav;cc;HTB;CC
18303;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___2_52_23_348.wav;cc;VHMF001;cc
17934;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___2_06_37_958.wav;cc;VHMF001;cc
10764;HM_PET_R11_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221163_wav___1_31_48_176.wav;cc;PET;CC
5861;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_24_57_658.wav;cc;LT;CC
32319;HM_VHMM021_MBLT_R01_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_05_14_521.wav;cc;VHMM021;cc
9929;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_29_37_124.wav;cc;LT;CC
11876;HM_RT_R10_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221102_wav___1_35_55_716.wav;cc;RT;CC
10986;HM_PET_R11_20170903-20170908_file_3_(2017_09_04-05_44_59)_ASWMUX221163_wav___14_20_000.wav;cc;PET;Marker 66
1571;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_37_41_372.wav;cc;HRT;CC
6508;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_03_33_240.wav;cc;LT;CC*
14719;HM_VCVM001_SOUNDFOC_20190713_1_WAV___1_37_00_488.wav;cc;VCVM001;cc
19567;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___2_03_30_543.wav;cc;VHMF001;cc
12492;HM_RT_R12_file_4_(2017_08_23-06_44_59)_ASWMUX221102_wav___1_02_06_077.wav;cc;RT;CC
9713;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_18_14_064.wav;cc;LT;CC
24801;HM_VHMF022_MBRS_R22_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_39_07_835.wav;cc;VHMF022;cc
3813;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_50_27_600.wav;cc;HTB;CC
4926;HM_HTB_R14_file_6_(2017_08_25-06_44_59)_ASWMUX221052_wav___1_30_09_684.wav;cc;HTB;Marker 239
7444;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_54_19_797.wav;cc;LT;CC
20318;HM_VHMF010_SOUNDFOC_20190713-023_WAV___1_29_57_949.wav;cc;VHMF010;cc
5104;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___43_37_041.wav;cc;LT;CC
16986;HM_VHMF001_HTB_R20_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_06_39_653.wav;cc;VHMF001;cc
26744;HM_VHMM003_SOUNDFOC_20170825_3_WAV___42_41_121.wav;cc;VHMM003;CC
7451;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_54_44_133.wav;cc;LT;CC
3985;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___57_12_626.wav;cc;HTB;CC
29003;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_21_30_547.wav;cc;VHMM014;cc
1556;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_34_21_248.wav;cc;HRT;CC
24794;HM_VHMF022_MBRS_R22_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_36_01_842.wav;cc;VHMF022;cc
25766;HM_VHMM003_HLT_AUDIO_R12_file_5_(2017_08_06-06_44_59)_ASWMUX221102_wav___1_15_43_347.wav;cc;VHMM003;CC
13311;HM_RT_R12_file_5_(2017_08_24-06_44_59)_ASWMUX221102_wav___1_30_22_043.wav;cc;RT;CC
30903;HM_VHMM017_RSTB_R23_20190708-20190720_file_7_(2019_07_13-11_44_59)_135944_wav___1_51_42_712.wav;cc;VHMM017;cc
3550;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_29_15_604.wav;cc;HTB;CC
7217;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_43_12_052.wav;cc;LT;CC
17800;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_33_10_147.wav;cc;VHMF001;cc *
24640;HM_VHMF022_MBRS_R22_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_44_56_945.wav;cc;VHMF022;cc *
4259;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_16_03_311.wav;cc;HTB;CC
33412;HM_VHMM023_MBLS_R02_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_54_883.wav;cc;VHMM023;cc
34553;HM_VLF206_SOUNDFOC_20170823_2-022_WAV___6_52_127.wav;cc;VLF206;CC
19234;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_22_21_035.wav;cc;VHMF001;cc
7022;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_33_01_403.wav;cc;LT;CC
30623;HM_VHMM017_RSTB_R23_20190708-20190720_file_11_(2019_07_17-11_44_59)_175944_wav___1_45_55_838.wav;cc;VHMM017;cc
17628;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___51_46_581.wav;cc;VHMF001;cc
26233;HM_VHMM003_SOUNDFOC_20170824_2_WAV___1_16_31_775.wav;cc;VHMM003;CC
14836;HM_VCVM001_SOUNDFOC_20190713_1_WAV___1_52_27_336.wav;cc;VCVM001;cc
4710;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_54_03_122.wav;cc;HTB;CC
7549;HM_LT_R07_AUDIO_file_6_(2017_08_25-06_44_59)_ASWMUX221092_wav___1_03_29_268.wav;cc;LT;Marker 55
17308;HM_VHMF001_HTB_R20_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_01_214.wav;cc;VHMF001;cc
4518;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_43_33_660.wav;cc;HTB;CC
5614;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_11_39_700.wav;cc;LT;CC
1392;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_14_28_303.wav;cc;HRT;CC
9406;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_04_56_330.wav;cc;LT;CC
17279;HM_VHMF001_HTB_R20_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_44_09_401.wav;cc;VHMF001;cc
18677;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_25_04_019.wav;cc;VHMF001;cc $ 
26334;HM_VHMM003_SOUNDFOC_20170824_2_WAV___1_30_41_236.wav;cc;VHMM003;CC
26681;HM_VHMM003_SOUNDFOC_20170825_3_WAV___28_45_259.wav;cc;VHMM003;CC
7054;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_35_06_042.wav;cc;LT;CC
15458;HM_VCVM001_SOUNDFOC_20190715_1-029_WAV___1_40_25_792.wav;cc;VCVM001;cc
15993;HM_VCVM001_SOUNDFOC_HM_20190717-027_WAV___1_03_08_987.wav;cc;VCVM001;cc
18744;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_33_50_627.wav;cc;VHMF001;cc
11229;HM_PET_R11_20170903-20170908_file_3_(2017_09_04-05_44_59)_ASWMUX221163_wav___1_00_31_000.wav;cc;PET;Marker 346
18676;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_24_45_507.wav;cc;VHMF001;cc 
16620;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_21_35_000.wav;cc;VHMF001;CC
16907;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_57_51_819.wav;cc;VHMF001;CC
823;HM_HRT_R07_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221092_wav___1_37_17_908.wav;cc;HRT;CC
19472;HM_VHMF001_HTB_R20_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_52_20_840.wav;cc;VHMF001;cc
15822;HM_VCVM001_SOUNDFOC_20190716_2_WAV___14_53_253.wav;cc;VCVM001;cc
9271;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___2_06_07_805.wav;cc;LT;CC
29666;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_09_41_500.wav;cc;VHMM014;cc
19601;HM_VHMF001_HTB_R20_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_04_59_673.wav;cc;VHMF001;cc
16716;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_30_41_073.wav;cc;VHMF001;CC
5853;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_24_40_149.wav;cc;LT;CC
18388;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___3_00_07_623.wav;cc;VHMF001;cc
7246;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_46_12_979.wav;cc;LT;CC
4160;HM_HTB_R14_file_5_(2017_08_24-06_44_59)_ASWMUX221052_wav___1_04_08_273.wav;cc;HTB;CC
8565;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_21_50_700.wav;cc;LT;CC
10393;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_52_01_309.wav;cc;LT;CC
32310;HM_VHMM021_MBLT_R01_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_04_16_416.wav;cc;VHMM021;cc
3807;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_50_07_686.wav;cc;HTB;CC
32713;HM_VHMM021_MBLT_R01_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_42_03_211.wav;cc;VHMM021;cc
5967;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_33_31_946.wav;cc;LT;CC
24429;HM_VHMF022_MBRS_R22_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_13_49_328.wav;cc;VHMF022;cc 
12611;HM_RT_R12_file_4_(2017_08_23-06_44_59)_ASWMUX221102_wav___1_23_58_175.wav;cc;RT;CC
26272;HM_VHMM003_SOUNDFOC_20170824_2_WAV___1_22_36_374.wav;cc;VHMM003;CC
10933;HM_PET_R11_20170903-20170908_file_3_(2017_09_04-05_44_59)_ASWMUX221163_wav___5_53_856.wav;cc;PET;CC
7929;HM_LT_R07_AUDIO_file_6_(2017_08_25-06_44_59)_ASWMUX221092_wav___1_33_10_627.wav;cc;LT;Marker 460
24369;HM_VHMF022_MBRS_R22_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_00_21_531.wav;cc;VHMF022;cc *
10927;HM_PET_R11_20170903-20170908_file_3_(2017_09_04-05_44_59)_ASWMUX221163_wav___4_56_875.wav;cc;PET;CC
16666;HM_VHMF001_HTB_AUDIO_R07_file_5_(2017_08_06-06_44_59)_ASWMUX221092_wav___1_25_23_771.wav;cc;VHMF001;CC
17743;HM_VHMF001_HTB_R20_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_21_30_672.wav;cc;VHMF001;cc
1929;HM_HRT_R09_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221110_wav___58_09_099.wav;cc;HRT;CC
14760;HM_VCVM001_SOUNDFOC_20190713_1_WAV___1_42_05_203.wav;cc;VCVM001;cc
1072;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___18_32_500.wav;cc;HRT;Marker 35
20421;HM_VHMF010_SOUNDFOC_20190714-028_WAV___1_17_35_768.wav;cc;VHMF010;cc *
10244;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_45_16_193.wav;cc;LT;CC
5417;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_00_30_933.wav;cc;LT;CC
32202;HM_VHMM021_MBLT_R01_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_40_01_915.wav;cc;VHMM021;cc
29619;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_58_401.wav;cc;VHMM014;cc
1717;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_57_09_388.wav;cc;HRT;CC
11661;HM_RT_R10_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221102_wav___1_05_31_956.wav;cc;RT;CC
33968;HM_VLF206_SOUNDFOC_20170806_2_WAV___15_18_500.wav;cc;VLF206;CC
1646;HM_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_wav___1_48_20_348.wav;cc;HRT;CC
6872;HM_LT_R07_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221092_wav___1_24_33_659.wav;cc;LT;CC
9045;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_48_43_988.wav;cc;LT;CC
23294;HM_VHMF019_MBTB_R25_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___3_00_18_462.wav;cc;VHMF019;cc
17012;HM_VHMF001_HTB_R20_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_10_57_395.wav;cc;VHMF001;cc %
18605;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_14_39_965.wav;cc;VHMF001;cc $
2449;HM_HRT_R09_AUDIO_file_6_(2017_08_25-06_44_59)_ASWMUX221110_wav___1_01_12_826.wav;cc;HRT;Marker 12
12073;HM_RT_R10_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221102_wav___1_55_31_757.wav;cc;RT;CC
9716;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_18_20_288.wav;cc;LT;CC
8722;HM_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_wav___1_31_35_518.wav;cc;LT;CC
19589;HM_VHMF001_HTB_R20_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_03_29_581.wav;cc;VHMF001;cc
9926;HM_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_wav___1_29_26_536.wav;cc;LT;CC
14324;HM_VCVM001_SOUNDFOC_20190712_1_WAV___1_34_56_911.wav;cc;VCVM001;cc
14344;HM_VCVM001_SOUNDFOC_20190712_1_WAV___1_37_14_307.wav;cc;VCVM001;cc
29451;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___34_22_943.wav;cc;VHMM014;cc
3342;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_07_33_698.wav;cc;HTB;CC
28272;HM_VHMM007_LSLT_R17_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_59_12_945.wav;cc;VHMM007;cc
5529;HM_LT_R07_AUDIO_file_4_(2017_08_23-06_44_59)_ASWMUX221092_wav___1_03_40_819.wav;cc;LT;CC
390;HM_HMB_R11_AUDIO_file_5_(2017_08_24-06_44_59)_ASWMUX221163_wav___2_02_20_192.wav;cc;HMB;CC
12641;HM_RT_R12_file_4_(2017_08_23-06_44_59)_ASWMUX221102_wav___1_27_44_552.wav;cc;RT;CC
18891;HM_VHMF001_HTB_R20_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_52_01_459.wav;cc;VHMF001;cc $
3896;HM_HTB_R14_file_4_(2017_08_23-06_44_59)_ASWMUX221052_wav___1_58_52_570.wav;cc;HTB;CC
